X1,X1,cluster,status
4509,4509,1,0
4510,4510,1,0
4511,4511,1,0
4512,4512,1,0
4513,4513,1,0
4514,4514,1,0
4515,4515,1,0
4516,4516,1,0
4517,4517,1,0
4518,4518,1,0
4519,4519,1,0
4520,4520,1,0
4521,4521,1,0
4522,4522,1,0
4523,4523,1,0
4524,4524,1,0
4525,4525,1,0
4526,4526,1,0
4527,4527,1,0
4528,4528,1,0
4529,4529,1,0
4530,4530,1,0
4531,4531,0,0
4532,4532,1,0
4533,4533,1,0
4534,4534,1,0
4535,4535,1,0
4536,4536,1,0
4537,4537,1,0
4538,4538,1,0
4539,4539,1,0
4540,4540,1,0
4541,4541,1,0
4542,4542,1,0
4543,4543,1,0
4544,4544,1,0
4545,4545,1,0
4546,4546,1,0
4547,4547,1,0
4548,4548,1,0
4549,4549,1,0
4550,4550,1,0
4551,4551,1,0
4552,4552,1,0
4553,4553,1,0
4554,4554,1,0
4555,4555,1,0
4556,4556,1,0
4557,4557,1,0
4558,4558,1,0
4559,4559,1,0
4560,4560,1,0
4561,4561,1,0
4562,4562,1,0
4563,4563,1,0
4564,4564,1,0
4565,4565,1,0
4566,4566,1,0
4567,4567,1,0
4568,4568,1,0
4569,4569,1,0
4570,4570,1,0
4571,4571,1,0
4572,4572,1,0
4573,4573,1,0
4574,4574,1,0
4575,4575,1,0
4576,4576,1,0
4577,4577,1,0
4578,4578,1,0
4580,4580,1,0
4582,4582,1,0
4583,4583,1,0
4585,4585,1,0
4587,4587,1,0
4588,4588,1,0
4589,4589,1,0
4590,4590,1,0
4591,4591,1,0
4592,4592,1,0
4594,4594,1,0
4596,4596,0,0
4597,4597,1,0
4598,4598,1,0
4599,4599,1,0
4600,4600,1,0
4601,4601,1,0
4602,4602,1,0
4604,4604,1,0
4605,4605,1,0
4606,4606,1,0
4607,4607,1,0
4608,4608,1,0
4609,4609,1,0
4610,4610,1,0
4611,4611,1,0
4612,4612,1,0
4613,4613,1,0
4614,4614,1,0
4615,4615,1,0
4617,4617,1,0
4618,4618,1,0
4619,4619,1,0
4620,4620,1,0
4621,4621,1,0
4622,4622,1,0
4623,4623,1,0
4624,4624,1,0
4625,4625,1,0
4626,4626,1,0
4627,4627,1,0
4628,4628,1,0
4629,4629,1,0
4630,4630,1,0
4631,4631,1,0
4632,4632,1,0
4633,4633,1,0
4634,4634,1,0
4635,4635,1,0
4636,4636,1,0
4637,4637,1,0
4638,4638,1,0
4639,4639,1,0
4640,4640,1,0
4642,4642,1,0
4643,4643,1,0
4644,4644,1,0
4646,4646,1,0
4647,4647,1,0
4648,4648,1,0
4649,4649,1,0
4650,4650,1,0
4651,4651,1,0
4652,4652,1,0
4654,4654,1,0
4655,4655,1,0
4656,4656,1,0
4657,4657,1,0
4658,4658,1,0
4659,4659,1,0
4660,4660,1,0
4662,4662,1,0
4663,4663,1,0
4664,4664,1,0
4665,4665,0,0
4666,4666,1,0
4667,4667,1,0
4668,4668,1,0
4669,4669,1,0
4670,4670,1,0
4671,4671,1,0
4673,4673,1,0
4674,4674,1,0
4675,4675,1,0
4676,4676,1,0
4677,4677,1,0
4679,4679,1,0
4681,4681,1,0
4682,4682,1,0
4683,4683,1,0
4684,4684,1,0
4685,4685,1,0
4686,4686,1,0
4687,4687,1,0
4688,4688,1,0
4690,4690,1,0
4691,4691,1,0
4692,4692,1,0
4693,4693,1,0
4694,4694,1,0
4695,4695,1,0
4696,4696,1,0
4697,4697,1,0
4699,4699,1,0
4700,4700,1,0
4701,4701,1,0
4702,4702,1,0
4703,4703,1,0
4704,4704,1,0
4705,4705,1,0
4706,4706,1,0
4707,4707,1,0
4708,4708,1,0
4709,4709,1,0
4710,4710,1,0
4711,4711,1,0
4712,4712,1,0
4713,4713,1,0
4714,4714,1,0
4715,4715,1,0
4716,4716,1,0
4717,4717,1,0
4718,4718,1,0
4719,4719,1,0
4720,4720,1,0
4722,4722,1,0
4724,4724,1,0
4725,4725,0,0
4726,4726,1,0
4727,4727,1,0
4728,4728,1,0
4729,4729,1,0
4730,4730,1,0
4731,4731,1,0
4732,4732,1,0
4733,4733,1,0
4734,4734,1,0
4735,4735,1,0
4736,4736,1,0
4737,4737,1,0
4738,4738,1,0
4739,4739,1,0
4740,4740,1,0
4741,4741,1,0
4742,4742,1,0
4743,4743,1,0
4744,4744,1,0
4745,4745,1,0
4746,4746,0,0
4747,4747,1,0
4748,4748,1,0
4749,4749,1,0
4750,4750,1,0
4751,4751,1,0
4752,4752,1,0
4753,4753,1,0
4754,4754,1,0
4755,4755,1,0
4756,4756,1,0
4757,4757,1,0
4758,4758,1,0
4759,4759,1,0
4760,4760,1,0
4761,4761,0,0
4762,4762,1,0
4763,4763,1,0
4764,4764,1,0
4765,4765,1,0
4766,4766,1,0
4767,4767,1,0
4768,4768,1,0
4769,4769,1,0
4770,4770,1,0
4771,4771,1,0
4772,4772,1,0
4773,4773,1,0
4774,4774,1,0
4775,4775,1,0
4776,4776,1,0
4777,4777,1,0
4778,4778,1,0
4780,4780,1,0
4781,4781,1,0
4782,4782,1,0
4783,4783,1,0
4784,4784,1,0
4785,4785,1,0
4786,4786,1,0
4787,4787,1,0
4788,4788,1,0
4789,4789,1,0
4790,4790,1,0
4791,4791,1,0
4793,4793,1,0
4795,4795,1,0
4796,4796,0,0
4797,4797,1,0
4798,4798,1,0
4799,4799,1,0
4800,4800,1,0
4801,4801,1,0
4802,4802,1,0
4803,4803,1,0
4805,4805,1,0
4806,4806,1,0
4807,4807,1,0
4808,4808,1,0
4809,4809,1,0
4810,4810,1,0
4811,4811,1,0
4812,4812,1,0
4813,4813,1,0
4814,4814,1,0
4815,4815,1,0
4816,4816,1,0
4818,4818,1,0
4819,4819,1,0
4820,4820,0,0
4821,4821,1,0
4823,4823,1,0
4824,4824,1,0
4825,4825,1,0
4826,4826,1,0
4827,4827,1,0
4828,4828,1,0
4829,4829,1,0
4830,4830,0,0
4831,4831,1,0
4832,4832,1,0
4833,4833,1,0
4834,4834,1,0
4835,4835,1,0
4836,4836,1,0
4837,4837,1,0
4838,4838,1,0
4839,4839,1,0
4840,4840,1,0
4841,4841,1,0
4842,4842,1,0
4843,4843,1,0
4844,4844,1,0
4845,4845,1,0
4846,4846,1,0
4847,4847,1,0
4849,4849,1,0
4850,4850,1,0
4851,4851,1,0
4852,4852,1,0
4853,4853,1,0
4854,4854,1,0
4855,4855,1,0
4856,4856,1,0
4857,4857,1,0
4858,4858,1,0
4859,4859,1,0
4860,4860,1,0
4861,4861,1,0
4862,4862,1,0
4863,4863,1,0
4864,4864,1,0
4865,4865,1,0
4866,4866,1,0
4867,4867,1,0
4868,4868,1,0
4869,4869,1,0
4870,4870,1,0
4871,4871,1,0
4872,4872,1,0
4873,4873,1,0
4874,4874,0,0
4875,4875,1,0
4876,4876,1,0
4877,4877,1,0
4878,4878,1,0
4879,4879,1,0
4881,4881,1,0
4883,4883,1,0
4884,4884,1,0
4885,4885,1,0
4886,4886,1,0
4887,4887,1,0
4888,4888,1,0
4889,4889,1,0
4890,4890,1,0
4891,4891,1,0
4892,4892,1,0
4893,4893,1,0
4894,4894,1,0
4895,4895,1,0
4896,4896,1,0
4897,4897,1,0
4898,4898,1,0
4899,4899,1,0
4900,4900,1,0
4901,4901,1,0
4902,4902,1,0
4903,4903,1,0
4904,4904,1,0
4905,4905,1,0
4906,4906,1,0
4907,4907,1,0
4908,4908,1,0
4909,4909,1,0
4910,4910,1,0
4912,4912,1,0
4913,4913,1,0
4914,4914,1,0
4916,4916,1,0
4917,4917,1,0
4918,4918,1,0
4919,4919,0,0
4920,4920,1,0
4921,4921,1,0
4922,4922,1,0
4923,4923,1,0
4924,4924,1,0
4925,4925,1,0
4926,4926,1,0
4927,4927,1,0
4928,4928,1,0
4929,4929,1,0
4931,4931,1,0
4932,4932,0,0
4933,4933,1,0
4934,4934,1,0
4935,4935,1,0
4936,4936,1,0
4937,4937,1,0
4938,4938,1,0
4939,4939,1,0
4940,4940,1,0
4941,4941,1,0
4942,4942,1,0
4943,4943,1,0
4944,4944,1,0
4945,4945,1,0
4946,4946,1,0
4948,4948,1,0
4949,4949,1,0
4950,4950,1,0
4951,4951,1,0
4952,4952,1,0
4953,4953,1,0
4954,4954,1,0
4955,4955,1,0
4956,4956,1,0
4957,4957,1,0
4958,4958,1,0
4959,4959,1,0
4960,4960,1,0
4961,4961,1,0
4962,4962,1,0
4963,4963,1,0
4965,4965,1,0
4966,4966,1,0
4967,4967,1,0
4968,4968,1,0
4969,4969,1,0
4970,4970,1,0
4971,4971,1,0
4972,4972,1,0
4973,4973,1,0
4975,4975,0,0
4976,4976,1,0
4978,4978,0,0
4979,4979,1,0
4980,4980,1,0
4981,4981,1,0
4982,4982,1,0
4983,4983,1,0
4984,4984,1,0
4985,4985,1,0
4986,4986,1,0
4987,4987,1,0
4988,4988,1,0
4989,4989,1,0
4990,4990,1,0
4991,4991,1,0
4992,4992,1,0
4993,4993,1,0
4994,4994,1,0
4995,4995,1,0
4997,4997,1,0
4998,4998,1,0
4999,4999,1,0
5000,5000,1,0
5001,5001,1,0
5002,5002,1,0
5003,5003,1,0
5004,5004,1,0
5005,5005,1,0
5006,5006,1,0
5007,5007,1,0
5008,5008,1,0
5009,5009,1,0
5010,5010,1,0
5011,5011,0,0
5012,5012,1,0
5013,5013,1,0
5014,5014,1,0
5015,5015,1,0
5016,5016,1,0
5017,5017,1,0
5018,5018,1,0
5019,5019,1,0
5020,5020,1,0
5021,5021,1,0
5022,5022,1,0
5023,5023,1,0
5024,5024,1,0
5025,5025,1,0
5026,5026,1,0
5027,5027,1,0
5028,5028,1,0
5029,5029,1,0
5030,5030,1,0
5031,5031,1,0
5032,5032,1,0
5033,5033,1,0
5034,5034,1,0
5035,5035,1,0
5036,5036,1,0
5037,5037,1,0
5038,5038,1,0
5039,5039,1,0
5040,5040,1,0
5041,5041,1,0
5043,5043,1,0
5044,5044,1,0
5045,5045,1,0
5047,5047,1,0
5048,5048,1,0
5049,5049,1,0
5050,5050,1,0
5051,5051,1,0
5052,5052,1,0
5053,5053,1,0
5054,5054,1,0
5056,5056,1,0
5057,5057,1,0
5058,5058,1,0
5059,5059,1,0
5060,5060,1,0
5061,5061,1,0
5062,5062,1,0
5063,5063,1,0
5064,5064,1,0
5065,5065,1,0
5066,5066,1,0
5067,5067,1,0
5068,5068,1,0
5069,5069,1,0
5070,5070,1,0
5071,5071,1,0
5072,5072,1,0
5073,5073,1,0
5074,5074,1,0
5076,5076,1,0
5078,5078,1,0
5079,5079,1,0
5080,5080,1,0
5081,5081,1,0
5082,5082,1,0
5083,5083,1,0
5084,5084,1,0
5085,5085,1,0
5086,5086,1,0
5087,5087,1,0
5089,5089,1,0
5090,5090,1,0
5091,5091,1,0
5092,5092,1,0
5094,5094,1,0
5095,5095,1,0
5096,5096,1,0
5097,5097,1,0
5098,5098,1,0
5099,5099,1,0
5100,5100,1,0
5101,5101,1,0
5102,5102,1,0
5103,5103,1,0
5106,5106,1,0
5107,5107,1,0
5108,5108,1,0
5110,5110,1,0
5112,5112,1,0
5113,5113,1,0
5114,5114,1,0
5115,5115,1,0
5116,5116,0,0
5117,5117,1,0
5118,5118,1,0
5119,5119,1,0
5120,5120,1,0
5121,5121,1,0
5122,5122,1,0
5123,5123,1,0
5124,5124,1,0
5125,5125,1,0
5126,5126,1,0
5127,5127,1,0
5128,5128,1,0
5129,5129,1,0
5130,5130,1,0
5131,5131,1,0
5132,5132,1,0
5133,5133,1,0
5134,5134,1,0
5135,5135,1,0
5136,5136,1,0
5137,5137,1,0
5138,5138,1,0
5139,5139,1,0
5141,5141,1,0
5142,5142,1,0
5145,5145,1,0
5146,5146,1,0
5147,5147,1,0
5148,5148,1,0
5149,5149,1,0
5150,5150,1,0
5151,5151,1,0
5152,5152,1,0
5153,5153,1,0
5154,5154,1,0
5155,5155,1,0
5156,5156,1,0
5157,5157,1,0
5158,5158,1,0
5159,5159,1,0
5160,5160,1,0
5161,5161,1,0
5162,5162,1,0
5163,5163,1,0
5164,5164,1,0
5165,5165,1,0
5166,5166,1,0
5167,5167,1,0
5168,5168,1,0
5169,5169,1,0
5170,5170,1,0
5171,5171,1,0
5172,5172,1,0
5173,5173,1,0
5174,5174,1,0
5175,5175,1,0
5176,5176,0,0
5177,5177,1,0
5178,5178,1,0
5180,5180,1,0
5181,5181,1,0
5183,5183,1,0
5184,5184,1,0
5185,5185,1,0
5186,5186,1,0
5187,5187,1,0
5188,5188,1,0
5189,5189,1,0
5190,5190,1,0
5191,5191,1,0
5192,5192,1,0
5193,5193,1,0
5194,5194,1,0
5195,5195,0,0
5196,5196,1,0
5197,5197,1,0
5198,5198,1,0
5199,5199,1,0
5200,5200,1,0
5201,5201,1,0
5202,5202,1,0
5203,5203,1,0
5204,5204,1,0
5205,5205,1,0
5206,5206,1,0
5207,5207,1,0
5208,5208,1,0
5209,5209,1,0
5210,5210,0,0
5211,5211,1,0
5212,5212,1,0
5213,5213,1,0
5214,5214,1,0
5215,5215,1,0
5216,5216,1,0
5217,5217,0,0
5218,5218,1,0
5219,5219,1,0
5220,5220,1,0
5221,5221,1,0
5222,5222,1,0
5223,5223,1,0
5224,5224,1,0
5226,5226,1,0
5227,5227,1,0
5229,5229,1,0
5230,5230,1,0
5231,5231,1,0
5232,5232,1,0
5233,5233,1,0
5234,5234,1,0
5235,5235,1,0
5236,5236,1,0
5237,5237,1,0
5238,5238,1,0
5239,5239,1,0
5240,5240,1,0
5241,5241,1,0
5243,5243,1,0
5244,5244,1,0
5245,5245,1,0
5246,5246,1,0
5247,5247,1,0
5248,5248,1,0
5249,5249,1,0
5250,5250,1,0
5251,5251,0,0
5252,5252,1,0
5253,5253,1,0
5254,5254,1,0
5255,5255,1,0
5256,5256,1,0
5257,5257,1,0
5258,5258,1,0
5259,5259,1,0
5260,5260,1,0
5261,5261,1,0
5262,5262,1,0
5263,5263,1,0
5264,5264,1,0
5265,5265,1,0
5266,5266,1,0
5267,5267,1,0
5268,5268,1,0
5269,5269,1,0
5270,5270,1,0
5271,5271,1,0
5272,5272,1,0
5273,5273,1,0
5274,5274,1,0
5275,5275,1,0
5276,5276,1,0
5277,5277,0,0
5278,5278,1,0
5279,5279,1,0
5280,5280,1,0
5281,5281,1,0
5282,5282,1,0
5283,5283,1,0
5284,5284,1,0
5285,5285,1,0
5286,5286,1,0
5287,5287,1,0
5288,5288,1,0
5289,5289,1,0
5290,5290,1,0
5291,5291,1,0
5292,5292,1,0
5294,5294,1,0
5296,5296,1,0
5297,5297,1,0
5298,5298,1,0
5299,5299,1,0
5300,5300,1,0
5301,5301,1,0
5302,5302,1,0
5303,5303,1,0
5304,5304,1,0
5305,5305,1,0
5306,5306,1,0
5307,5307,1,0
5308,5308,1,0
5309,5309,1,0
5310,5310,0,0
5311,5311,1,0
5312,5312,0,0
5314,5314,1,0
5315,5315,1,0
5316,5316,1,0
5317,5317,1,0
5318,5318,1,0
5319,5319,1,0
5320,5320,1,0
5321,5321,1,0
5322,5322,1,0
5323,5323,1,0
5325,5325,1,0
5327,5327,1,0
5328,5328,1,0
5329,5329,1,0
5330,5330,1,0
5332,5332,1,0
5333,5333,1,0
5334,5334,1,0
5335,5335,1,0
5336,5336,1,0
5337,5337,1,0
5338,5338,1,0
5339,5339,1,0
5340,5340,1,0
5341,5341,1,0
5342,5342,1,0
5343,5343,1,0
5344,5344,1,0
5345,5345,1,0
5346,5346,1,0
5347,5347,1,0
5348,5348,1,0
5349,5349,1,0
5350,5350,1,0
5351,5351,1,0
5352,5352,1,0
5353,5353,1,0
5354,5354,1,0
5355,5355,1,0
5356,5356,1,0
5357,5357,1,0
5358,5358,1,0
5359,5359,1,0
5360,5360,1,0
5361,5361,1,0
5362,5362,0,0
5363,5363,1,0
5364,5364,1,0
5365,5365,0,0
5367,5367,1,0
5368,5368,1,0
5369,5369,1,0
5370,5370,1,0
5371,5371,1,0
5372,5372,1,0
5374,5374,1,0
5375,5375,1,0
5376,5376,1,0
5377,5377,1,0
5378,5378,1,0
5379,5379,1,0
5380,5380,1,0
5381,5381,1,0
5382,5382,1,0
5383,5383,1,0
5384,5384,1,0
5385,5385,1,0
5386,5386,1,0
5387,5387,1,0
5388,5388,0,0
5389,5389,1,0
5390,5390,1,0
5391,5391,1,0
5392,5392,1,0
5393,5393,1,0
5394,5394,1,0
5395,5395,1,0
5396,5396,1,0
5398,5398,1,0
5399,5399,1,0
5400,5400,1,0
5401,5401,0,0
5402,5402,1,0
5403,5403,1,0
5404,5404,1,0
5405,5405,1,0
5406,5406,0,0
5407,5407,0,0
5408,5408,1,0
5409,5409,1,0
5410,5410,1,0
5411,5411,1,0
5412,5412,1,0
5413,5413,1,0
5414,5414,1,0
5415,5415,0,0
5416,5416,0,0
5417,5417,1,0
5418,5418,1,0
5419,5419,1,0
5420,5420,1,0
5421,5421,1,0
5423,5423,1,0
5424,5424,1,0
5426,5426,1,0
5427,5427,1,0
5428,5428,1,0
5429,5429,1,0
5430,5430,1,0
5431,5431,1,0
5432,5432,1,0
5433,5433,1,0
5434,5434,1,0
5435,5435,1,0
5436,5436,1,0
5437,5437,1,0
5438,5438,1,0
5439,5439,1,0
5440,5440,1,0
5441,5441,1,0
5442,5442,1,0
5443,5443,1,0
5444,5444,1,0
5445,5445,1,0
5446,5446,1,0
5447,5447,1,0
5448,5448,1,0
5449,5449,1,0
5450,5450,1,0
5451,5451,1,0
5452,5452,1,0
5453,5453,1,0
5454,5454,1,0
5455,5455,1,0
5456,5456,1,0
5458,5458,1,0
5459,5459,1,0
5460,5460,1,0
5461,5461,1,0
5462,5462,1,0
5463,5463,1,0
5464,5464,1,0
5465,5465,1,0
5466,5466,1,0
5468,5468,1,0
5469,5469,1,0
5470,5470,1,0
5471,5471,1,0
5472,5472,1,0
5473,5473,1,0
5474,5474,1,0
5476,5476,1,0
5477,5477,1,0
5478,5478,1,0
5479,5479,1,0
5480,5480,1,0
5481,5481,1,0
5482,5482,1,0
5483,5483,1,0
5484,5484,1,0
5485,5485,1,0
5486,5486,1,0
5488,5488,1,0
5490,5490,1,0
5491,5491,1,0
5492,5492,1,0
5493,5493,1,0
5495,5495,1,0
5496,5496,1,0
5497,5497,1,0
5498,5498,1,0
5500,5500,1,0
5501,5501,1,0
5502,5502,1,0
5503,5503,1,0
5504,5504,1,0
5505,5505,1,0
5506,5506,1,0
5507,5507,1,0
5508,5508,1,0
5509,5509,1,0
5510,5510,1,0
5511,5511,1,0
5512,5512,1,0
5513,5513,1,0
5515,5515,1,0
5516,5516,1,0
5517,5517,1,0
5518,5518,1,0
5520,5520,1,0
5521,5521,1,0
5522,5522,1,0
5523,5523,1,0
5524,5524,1,0
5525,5525,1,0
5526,5526,1,0
5527,5527,1,0
5528,5528,1,0
5529,5529,1,0
5530,5530,1,0
5531,5531,1,0
5532,5532,1,0
5533,5533,1,0
5534,5534,1,0
5536,5536,1,0
5537,5537,1,0
5538,5538,1,0
5539,5539,1,0
5541,5541,1,0
5542,5542,1,0
5543,5543,0,0
5544,5544,1,0
5545,5545,1,0
5546,5546,1,0
5547,5547,1,0
5548,5548,1,0
5549,5549,1,0
5551,5551,0,0
5552,5552,1,0
5553,5553,1,0
5554,5554,1,0
5555,5555,1,0
5557,5557,1,0
5558,5558,1,0
5559,5559,1,0
5560,5560,1,0
5561,5561,1,0
5563,5563,1,0
5564,5564,1,0
5565,5565,1,0
5566,5566,1,0
5567,5567,1,0
5568,5568,1,0
5569,5569,1,0
5570,5570,1,0
5571,5571,1,0
5573,5573,1,0
5574,5574,1,0
5575,5575,1,0
5576,5576,1,0
5577,5577,1,0
5578,5578,1,0
5579,5579,1,0
5580,5580,1,0
5581,5581,1,0
5582,5582,1,0
5583,5583,1,0
5584,5584,1,0
5585,5585,1,0
5586,5586,1,0
5587,5587,1,0
5589,5589,1,0
5590,5590,1,0
5591,5591,1,0
5592,5592,1,0
5594,5594,1,0
5595,5595,1,0
5596,5596,1,0
5597,5597,1,0
5598,5598,1,0
5599,5599,0,0
5600,5600,1,0
5601,5601,1,0
5602,5602,1,0
5603,5603,1,0
5604,5604,1,0
5605,5605,1,0
5606,5606,1,0
5607,5607,1,0
5608,5608,1,0
5609,5609,1,0
5610,5610,1,0
5611,5611,1,0
5612,5612,1,0
5613,5613,1,0
5614,5614,1,0
5615,5615,1,0
5616,5616,1,0
5617,5617,1,0
5618,5618,1,0
5619,5619,1,0
5620,5620,1,0
5621,5621,1,0
5622,5622,1,0
5623,5623,1,0
5624,5624,1,0
5625,5625,1,0
5626,5626,1,0
5628,5628,1,0
5629,5629,1,0
5630,5630,1,0
5631,5631,1,0
5632,5632,1,0
5633,5633,1,0
5635,5635,1,0
5636,5636,1,0
5638,5638,1,0
5639,5639,1,0
5640,5640,1,0
5641,5641,1,0
5642,5642,1,0
5643,5643,1,0
5644,5644,1,0
5645,5645,1,0
5646,5646,1,0
5647,5647,1,0
5648,5648,1,0
5649,5649,1,0
5650,5650,1,0
5651,5651,1,0
5652,5652,1,0
5653,5653,1,0
5654,5654,1,0
5655,5655,1,0
5656,5656,1,0
5657,5657,1,0
5658,5658,1,0
5659,5659,1,0
5660,5660,1,0
5661,5661,1,0
5662,5662,1,0
5663,5663,1,0
5664,5664,1,0
5665,5665,1,0
5666,5666,1,0
5667,5667,1,0
5668,5668,1,0
5669,5669,1,0
5670,5670,1,0
5671,5671,1,0
5672,5672,1,0
5673,5673,1,0
5674,5674,1,0
5675,5675,1,0
5676,5676,1,0
5677,5677,1,0
5678,5678,0,0
5679,5679,1,0
5680,5680,1,0
5682,5682,1,0
5683,5683,1,0
5684,5684,1,0
5685,5685,1,0
5686,5686,1,0
5687,5687,1,0
5688,5688,1,0
5689,5689,1,0
5690,5690,1,0
5691,5691,1,0
5692,5692,1,0
5693,5693,1,0
5694,5694,1,0
5695,5695,1,0
5697,5697,1,0
5698,5698,1,0
5699,5699,1,0
5700,5700,1,0
5701,5701,1,0
5702,5702,1,0
5703,5703,1,0
5704,5704,1,0
5705,5705,1,0
5706,5706,1,0
5707,5707,1,0
5708,5708,1,0
5709,5709,1,0
5710,5710,1,0
5712,5712,1,0
5713,5713,1,0
5714,5714,1,0
5715,5715,1,0
5716,5716,1,0
5717,5717,1,0
5718,5718,1,0
5719,5719,1,0
5720,5720,1,0
5721,5721,1,0
5722,5722,1,0
5724,5724,1,0
5725,5725,1,0
5726,5726,0,0
5727,5727,0,0
5728,5728,1,0
5729,5729,1,0
5730,5730,1,0
5731,5731,1,0
5733,5733,1,0
5735,5735,0,0
5736,5736,1,0
5737,5737,1,0
5738,5738,1,0
5739,5739,1,0
5740,5740,1,0
5741,5741,1,0
5742,5742,1,0
5743,5743,1,0
5744,5744,1,0
5745,5745,1,0
5746,5746,1,0
5747,5747,1,0
5748,5748,1,0
5749,5749,1,0
5750,5750,1,0
5751,5751,1,0
5752,5752,1,0
5753,5753,1,0
5755,5755,1,0
5756,5756,1,0
5757,5757,1,0
5758,5758,1,0
5759,5759,1,0
5760,5760,1,0
5761,5761,1,0
5762,5762,0,0
5763,5763,1,0
5764,5764,1,0
5765,5765,1,0
5766,5766,1,0
5767,5767,1,0
5768,5768,1,0
5770,5770,1,0
5771,5771,1,0
5772,5772,1,0
5773,5773,1,0
5774,5774,1,0
5775,5775,1,0
5776,5776,1,0
5777,5777,1,0
5778,5778,1,0
5779,5779,0,0
5780,5780,1,0
5782,5782,1,0
5783,5783,1,0
5784,5784,1,0
5785,5785,1,0
5786,5786,1,0
5787,5787,1,0
5789,5789,1,0
5790,5790,1,0
5791,5791,1,0
5792,5792,1,0
5793,5793,1,0
5794,5794,1,0
5795,5795,1,0
5797,5797,1,0
5798,5798,1,0
5799,5799,1,0
5800,5800,1,0
5801,5801,1,0
5802,5802,1,0
5803,5803,1,0
5804,5804,1,0
5805,5805,1,0
5806,5806,1,0
5808,5808,1,0
5809,5809,0,0
5810,5810,1,0
5811,5811,1,0
5813,5813,1,0
5815,5815,1,0
5816,5816,1,0
5817,5817,1,0
5818,5818,1,0
5819,5819,1,0
5820,5820,1,0
5822,5822,1,0
5823,5823,1,0
5824,5824,1,0
5825,5825,1,0
5826,5826,1,0
5827,5827,1,0
5828,5828,1,0
5829,5829,1,0
5830,5830,1,0
5831,5831,1,0
5832,5832,1,0
5833,5833,1,0
5834,5834,1,0
5836,5836,1,0
5837,5837,1,0
5838,5838,1,0
5839,5839,1,0
5840,5840,1,0
5841,5841,1,0
5842,5842,1,0
5843,5843,1,0
5844,5844,1,0
5845,5845,1,0
5846,5846,1,0
5847,5847,1,0
5848,5848,1,0
5849,5849,1,0
5850,5850,1,0
5851,5851,1,0
5852,5852,1,0
5854,5854,1,0
5855,5855,1,0
5856,5856,1,0
5857,5857,1,0
5858,5858,1,0
5859,5859,1,0
5860,5860,1,0
5861,5861,1,0
5862,5862,1,0
5863,5863,1,0
5864,5864,1,0
5865,5865,0,0
5866,5866,1,0
5867,5867,1,0
5868,5868,1,0
5869,5869,1,0
5870,5870,1,0
5871,5871,1,0
5872,5872,1,0
5873,5873,1,0
5875,5875,1,0
5876,5876,1,0
5877,5877,1,0
5878,5878,1,0
5879,5879,1,0
5880,5880,1,0
5881,5881,1,0
5882,5882,1,0
5883,5883,1,0
5884,5884,1,0
5886,5886,1,0
5888,5888,1,0
5889,5889,1,0
5890,5890,1,0
5893,5893,1,0
5894,5894,1,0
5895,5895,1,0
5896,5896,1,0
5897,5897,1,0
5898,5898,1,0
5899,5899,1,0
5900,5900,1,0
5901,5901,1,0
5902,5902,1,0
5903,5903,1,0
5904,5904,1,0
5905,5905,1,0
5906,5906,1,0
5907,5907,1,0
5908,5908,1,0
5909,5909,1,0
5910,5910,1,0
5911,5911,0,0
5912,5912,1,0
5913,5913,1,0
5914,5914,1,0
5915,5915,1,0
5916,5916,1,0
5917,5917,1,0
5918,5918,1,0
5919,5919,1,0
5920,5920,1,0
5921,5921,1,0
5922,5922,1,0
5923,5923,1,0
5924,5924,1,0
5925,5925,1,0
5926,5926,1,0
5927,5927,1,0
5928,5928,1,0
5929,5929,1,0
5931,5931,0,0
5932,5932,1,0
5933,5933,1,0
5934,5934,1,0
5935,5935,1,0
5936,5936,0,0
5937,5937,1,0
5938,5938,1,0
5939,5939,0,0
5940,5940,1,0
5941,5941,1,0
5942,5942,0,0
5943,5943,0,0
5944,5944,1,0
5945,5945,1,0
5946,5946,1,0
5947,5947,1,0
5948,5948,1,0
5949,5949,1,0
5950,5950,1,0
5951,5951,1,0
5952,5952,1,0
5953,5953,1,0
5954,5954,0,0
5956,5956,1,0
5957,5957,1,0
5958,5958,1,0
5959,5959,1,0
5960,5960,1,0
5961,5961,1,0
5962,5962,1,0
5963,5963,1,0
5964,5964,1,0
5965,5965,1,0
5966,5966,1,0
5967,5967,1,0
5968,5968,0,0
5969,5969,1,0
5970,5970,1,0
5971,5971,1,0
5972,5972,1,0
5973,5973,0,0
5974,5974,1,0
5975,5975,1,0
5976,5976,1,0
5977,5977,1,0
5978,5978,1,0
5979,5979,1,0
5980,5980,1,0
5981,5981,1,0
5982,5982,1,0
5983,5983,1,0
5984,5984,1,0
5985,5985,1,0
5987,5987,0,0
5988,5988,1,0
5989,5989,1,0
5990,5990,1,0
5991,5991,1,0
5992,5992,1,0
5993,5993,1,0
5995,5995,1,0
5996,5996,1,0
5998,5998,0,0
5999,5999,1,0
6000,6000,1,0
6003,6003,1,0
6004,6004,1,0
6005,6005,1,0
6006,6006,0,0
6007,6007,1,0
6008,6008,1,0
6009,6009,0,0
6010,6010,0,0
6011,6011,1,0
6012,6012,1,0
6013,6013,1,0
6014,6014,1,0
6015,6015,0,0
6016,6016,1,0
6017,6017,1,0
6018,6018,1,0
6019,6019,1,0
6021,6021,1,0
6022,6022,1,0
